gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,exchg,cik,costat,naicsh,sich,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,stko
124617,2020/12/31,2020,INDL,C,D,STD,UGP,90400P101,ULTRAPAR PARTICIPACOES SA,USD,11,0001094972,A,424720,5172,1010,101020,10,10102040,424720,5172,449,976,0
124758,2020/12/31,2020,INDL,C,D,STD,FXBY,351645205,FOXBY CORP,USD,19,0001068897,A,,,,,,,525990,6726,850,800,
124775,2020/12/31,2020,INDL,C,D,STD,CIR,17273K109,CIRCOR INTL INC,USD,11,0001091883,A,332911,3490,2010,201060,20,20106020,332911,3490,355,925,0
125014,2020/12/31,2020,INDL,C,D,STD,PCTI,69325Q105,PCTEL INC,USD,14,0001057083,A,334220,3663,4520,452010,45,45201020,334220,3663,185,940,0
125074,2020/12/31,2020,INDL,C,D,STD,RDWR,M81873107,RADWARE LTD,USD,14,0001094366,A,334118,3576,4520,452010,45,45201020,334118,3576,190,940,0
125176,2020/12/31,2020,INDL,C,D,STD,BTQNF,055640205,BQE WATER INC,CAD,19,,A,,,2020,202010,20,20201050,562219,4955,,,0
125194,2020/09/30,2020,INDL,C,D,STD,9807B,608328936,MOHEGAN TRIBAL GAMING AUTH,USD,1,0001005276,A,713210,7990,2530,253010,25,25301010,713210,7990,262,976,3
125234,2020/12/31,2020,INDL,C,D,STD,CIZN,174715102,CITIZENS HOLDING CO,USD,14,0001075706,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
125234,2020/12/31,2020,FS,C,D,STD,CIZN,174715102,CITIZENS HOLDING CO,USD,14,0001075706,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
125238,2020/12/31,2020,INDL,C,D,STD,PLSDF,74586Q109,PULSE SEISMIC INC,CAD,19,,A,,,1010,101010,10,10101020,541360,1382,395,935,0
125239,2020/03/31,2019,INDL,C,D,STD,SIFY,82655M107,SIFY TECHNOLOGIES LTD -ADR,USD,14,0001094324,A,517311,4813,5010,501010,50,50101010,517311,4813,185,940,0
125240,2020/12/31,2020,INDL,C,D,STD,WWE,98156Q108,WORLD WRESTLING ENTMT INC,USD,11,0001091907,A,512110,7812,5020,502020,50,50202010,512110,7812,245,978,0
125274,2020/12/31,2020,INDL,C,D,STD,BSQR,11776U300,BSQUARE CORP,USD,14,0001054721,A,423430,5045,4510,451030,45,45103010,423430,5045,185,940,0
125276,2020/10/31,2020,INDL,C,D,STD,CRSS,22766K103,CROSSROADS SYSTEMS INC,USD,19,0001093207,A,,,4520,452020,45,45202030,334118,3577,188,940,3
125375,2020/12/31,2020,INDL,C,D,STD,JDVB,46591R108,JD BANCSHARES INC,USD,19,0000866643,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
125375,2020/12/31,2020,FS,C,D,STD,JDVB,46591R108,JD BANCSHARES INC,USD,19,0000866643,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
125376,2020/03/31,2019,INDL,C,D,STD,PGTK,694347105,PACIFIC GREEN TECHNOLOGIES,USD,19,0001553404,A,562211,4955,2020,202010,20,20201050,562211,4955,,,3
125378,2020/12/31,2020,INDL,C,D,STD,PTNR,70211M109,PARTNER COMMUNICATIONS CO,USD,14,0001096691,A,517312,4812,5010,501020,50,50102010,517312,4812,462,974,0
125527,2020/07/31,2020,INDL,C,D,STD,NSL,67067Y104,NUVEEN SR INCOME FD,USD,11,0001093428,A,,,,,,,525990,6726,850,800,
125580,2020/12/31,2020,INDL,C,D,STD,SFST,842873101,SOUTHERN FIRST BANKSHARES,USD,14,0001090009,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
125580,2020/12/31,2020,FS,C,D,STD,SFST,842873101,SOUTHERN FIRST BANKSHARES,USD,14,0001090009,A,522110,6020,4010,401010,40,40101015,522110,6020,,,0
125595,2020/12/31,2020,INDL,C,D,STD,AKAM,00971T101,AKAMAI TECHNOLOGIES INC,USD,14,0001086222,A,519130,7370,4510,451020,45,45102030,519130,7370,185,940,0
125600,2020/12/31,2020,INDL,C,D,STD,TKOI,879604106,TELKONET INC,USD,19,0001094084,A,334513,3823,4520,452010,45,45201020,334513,3823,,,3
125601,2020/12/31,2020,INDL,C,D,STD,GAIA,36269P104,GAIA INC,USD,14,0001089872,A,519130,7370,5020,502020,50,50202010,519130,7370,447,976,0
125604,2020/12/31,2020,INDL,C,D,STD,PLUG,72919P202,PLUG POWER INC,USD,14,0001093691,A,334413,3674,2010,201040,20,20104010,334413,3674,220,925,0
125614,2020/08/31,2020,INDL,C,D,STD,EWU,46435G334,ISHARES MSCI U K ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125674,2020/08/31,2020,INDL,C,D,STD,EWL,464286749,ISHARES MSCI SWITZERLAND ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125675,2020/08/31,2020,INDL,C,D,STD,EWD,464286756,ISHARES MSCI SWEDEN ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125794,2020/12/31,2020,INDL,C,D,STD,NEO,64049M209,NEOGENOMICS INC,USD,14,0001077183,A,621511,8071,3520,352030,35,35203010,621511,8071,463,974,0
125834,2020/08/31,2020,INDL,C,D,STD,EWP,464286764,ISHARES MSCI SPAIN ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125863,2020/12/31,2020,INDL,C,D,STD,TCLRY,878520204,TECHNICOLOR SA,USD,19,0001080259,A,334220,3663,5020,502020,50,50202010,334220,3663,180,940,3
125874,2020/08/31,2020,INDL,C,D,STD,EWS,46434G780,ISHARES MSCI SINGAPORE ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125894,2020/08/31,2020,INDL,C,D,STD,EWN,464286814,ISHARES MSCI NETHERLANDS ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125914,2020/08/31,2020,INDL,C,D,STD,EWW,464286822,ISHARES MSCI MEXICO ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125934,2020/08/31,2020,INDL,C,D,STD,EWM,46434G814,ISHARES MSCI MALAYSIA ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125954,2020/08/31,2020,INDL,C,D,STD,EWJ,46434G822,ISHARES MSCI JAPAN ETF,USD,17,,A,,,,,,,525990,6722,850,800,
125975,2020/06/30,2020,INDL,C,D,STD,CLCT,19421R200,COLLECTORS UNIVERSE INC,USD,14,0001089143,I,561499,7389,2530,253020,25,25302020,561499,7389,175,976,0
125996,2020/09/30,2020,INDL,C,D,STD,VPLM,92862Y109,VOIPPAL.COM INC,USD,19,0001410738,A,517919,4899,5010,501010,50,50101010,517919,4899,,,3
126010,2020/12/31,2020,INDL,C,D,STD,FSI,33938T104,FLEXIBLE SOLUTIONS INTL INC,USD,12,0001069394,A,325180,2810,1510,151010,15,15101050,325180,2810,,,0
126020,2020/12/31,2020,INDL,C,D,STD,IDN,45817G201,INTELLICHECK INC,USD,14,0001040896,A,334118,3579,4520,452030,45,45203010,334118,3579,370,925,0
126036,2020/06/30,2020,INDL,C,D,STD,PZG,69924M109,PARAMOUNT GOLD NEVADA CORP,USD,12,0001629210,A,212221,1040,1510,151040,15,15104030,212221,1040,,,0
126056,2020/12/31,2020,INDL,C,D,STD,KTOS,50077B207,KRATOS DEFENSE & SECURITY,USD,14,0001069258,A,541512,7370,2010,201010,20,20101010,541512,7370,463,974,0
126122,2020/12/31,2020,INDL,C,D,STD,ONCY,682310875,ONCOLYTICS BIOTECH INC,CAD,14,0001129928,A,,,3520,352010,35,35201010,325412,2834,285,905,0
126136,2020/12/31,2020,INDL,C,D,STD,CHTR,16119P108,CHARTER COMMUNICATIONS INC,USD,14,0001091667,A,515210,4841,5020,502010,50,50201030,515210,4841,150,978,0
126174,2020/08/31,2020,INDL,C,D,STD,EWI,46434G830,ISHARES MSCI ITALY ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126175,2020/08/31,2020,INDL,C,D,STD,EWH,464286871,ISHARES MSCI HONG KONG ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126176,2020/08/31,2020,INDL,C,D,STD,EWG,464286806,ISHARES MSCI GERMANY ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126194,2020/08/31,2020,INDL,C,D,STD,EWQ,464286707,ISHARES MSCI FRANCE ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126214,2020/08/31,2020,INDL,C,D,STD,EWC,464286509,ISHARES MSCI CANADA ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126234,2020/08/31,2020,INDL,C,D,STD,EWA,464286103,ISHARES MSCI AUSTRALIA ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126254,2020/08/31,2020,INDL,C,D,STD,EWO,464286202,ISHARES MSCI AUSTRIA ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126274,2020/08/31,2020,INDL,C,D,STD,EWK,464286301,ISHARES MSCI BELGIUM ETF,USD,17,,A,,,,,,,525990,6722,850,800,
126296,2020/12/31,2020,INDL,C,D,STD,EXPE,30212P303,EXPEDIA GROUP INC,USD,14,0001324424,A,561510,4700,2530,253010,25,25301020,561510,4700,620,600,0
126318,2020/12/31,2020,INDL,C,D,STD,IMMR,452521107,IMMERSION CORP,USD,14,0001058811,A,511210,7372,4520,452020,45,45202030,511210,7372,188,940,0
126334,2020/09/30,2020,INDL,C,D,STD,XLU,81369Y886,SECTOR SPDR (SBI INT-UTILS),USD,17,,A,,,,,,,525990,6722,850,800,
126354,2020/09/30,2020,INDL,C,D,STD,XLK,81369Y803,SECTOR SPDR (SBI INT-TECH),USD,17,,A,,,,,,,525990,6722,850,800,
126355,2020/09/30,2020,INDL,C,D,STD,XLI,81369Y704,SECTOR SPDR (SBI INT-INDS),USD,17,,A,,,,,,,525990,6722,850,800,
126356,2020/09/30,2020,INDL,C,D,STD,XLF,81369Y605,SECTOR SPDR (SBI INT-FINL),USD,17,,A,,,,,,,525990,6722,850,800,
126374,2020/09/30,2020,INDL,C,D,STD,XLE,81369Y506,SECTOR SPDR (SBI INT-ENERGY),USD,17,,A,,,,,,,525990,6722,850,800,
126375,2020/09/30,2020,INDL,C,D,STD,XLY,81369Y407,SECTOR SPDR (CONSUMER DISCR),USD,17,,A,,,,,,,52591,6722,850,800,
126394,2020/09/30,2020,INDL,C,D,STD,XLP,81369Y308,SECTOR SPDR (SBI CONS STPLS),USD,17,,A,,,,,,,525990,6722,850,800,
126395,2020/09/30,2020,INDL,C,D,STD,XLV,81369Y209,SECTOR SPDR (HEALTH CARE),USD,17,,A,,,,,,,525990,6722,850,800,
126423,2020/12/31,2020,INDL,C,D,STD,ONTO,683344105,ONTO INNOVATION INC,USD,11,0000704532,A,334513,3823,4530,453010,45,45301010,334513,3823,230,940,0
126474,2020/12/31,2020,INDL,C,D,STD,BYDGF,103310108,BOYD GROUP SERVICES INC,CAD,19,0001283950,A,,,2020,202010,20,20201070,811121,7500,175,976,0
126554,2020/10/31,2020,INDL,C,D,STD,A,00846U101,AGILENT TECHNOLOGIES INC,USD,11,0001090872,A,334516,3826,3520,352030,35,35203010,334516,3826,230,940,0
126555,2020/12/31,2020,INDL,C,D,STD,ALSK,01167P101,ALASKA COMMUNICATIONS SYS GP,USD,14,0001089511,I,517311,4813,5010,501010,50,50101020,517311,4813,463,974,0
126596,2020/12/31,2020,INDL,C,D,STD,ICABY,44934B104,I-CABLE COMMUNICATIONS LTD,USD,19,0001097020,A,515210,4841,5020,502010,50,50201030,515210,4841,150,978,3
126634,2020/12/31,2020,INDL,C,D,STD,CSFFF,14068G104,CAPSTONE MINING CORP,USD,19,0001389831,A,212,1000,1510,151040,15,15104020,212,1000,,,0
126718,2020/12/31,2020,INDL,C,D,STD,PFSW,717098206,PFSWEB INC,USD,14,0001095315,A,518210,7374,4510,451020,45,45102010,518210,7374,185,940,0
126721,2020/12/31,2020,INDL,C,D,STD,TDY,879360105,TELEDYNE TECHNOLOGIES INC,USD,11,0001094285,A,334511,3812,4520,452030,45,45203010,334511,3812,110,925,0
126977,2020/12/31,2020,INDL,C,D,STD,CTNXF,21922J604,CORNERSTONE CAPITAL RES INC,CAD,19,0001220542,A,,,1510,151040,15,15104020,212221,1040,,,0
127034,2020/07/31,2020,INDL,C,D,STD,MMIRF,58501R102,MEDMIRA INC,CAD,19,,A,,,3510,351010,35,35101010,325413,2835,147,905,0
127114,2020/12/31,2020,INDL,C,D,STD,MTLK,M69897110,METALINK LTD,USD,19,0001098462,A,334413,3674,4530,453010,45,45301020,334413,3674,235,940,3
127377,2020/12/31,2020,INDL,C,D,STD,BGCP,05541T101,BGC PARTNERS INC,USD,14,0001094831,A,523120,6211,4020,402030,40,40203020,523120,6211,185,940,0
127377,2020/12/31,2020,FS,C,D,STD,BGCP,05541T101,BGC PARTNERS INC,USD,14,0001094831,A,523120,6211,4020,402030,40,40203020,523120,6211,185,940,0
127380,2020/08/31,2020,INDL,C,D,STD,RVARF,39928H109,GROSVENOR RESOURCE CORP,CAD,19,,A,,,1510,151040,15,15104020,21239,1090,,,0
127437,2020/09/30,2020,INDL,C,D,STD,KDKCF,50012K106,KODIAK COPPER CORP,CAD,19,0001483016,A,,,1510,151040,15,15104020,212,1000,,,0
127514,2020/09/30,2020,INDL,C,D,STD,MBXBF,59501P104,MICROBIX BIOSYSTEMS INC,CAD,19,0001472866,A,,,3520,352010,35,35201010,325414,2836,147,905,0
127616,2020/12/31,2020,INDL,C,D,STD,MSMGF,39814L107,GRID METALS CORP,CAD,19,0001804406,A,,,1510,151040,15,15104020,212,1000,,,0
127675,2020/12/31,2020,INDL,C,D,STD,9840B,679574939,OLD DOMINION ELECTRIC COOP,USD,1,0000885568,A,221122,4911,5510,551050,55,55105010,221122,4911,705,700,3
127774,2020/12/31,2020,INDL,C,D,STD,9845B,64952G934,NEW YORK LIFE INSURANCE,USD,1,0000071633,A,524113,6311,4030,403010,40,40301020,524113,6311,825,800,3
128039,2020/12/31,2020,INDL,C,D,STD,PSBQ,69360N108,PSB HOLDINGS INC/WI,USD,19,0000948368,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
128039,2020/12/31,2020,FS,C,D,STD,PSBQ,69360N108,PSB HOLDINGS INC/WI,USD,19,0000948368,A,522110,6020,4010,401010,40,40101015,522110,6020,,,3
128078,2020/12/31,2020,INDL,C,D,STD,IIPZF,46071W205,INTERRENT REAL ESTATE INV TR,CAD,19,,A,,,6010,601010,60,60101060,531120,6798,,,0
128121,2020/12/31,2020,INDL,C,D,STD,QTRHF,747713105,QUARTERHILL INC,CAD,19,0001518419,A,,,4520,452010,45,45201020,533110,6794,190,940,0
128765,2020/12/31,2020,INDL,C,D,STD,WDOFF,95083R100,WESDOME GOLD MINES LTD,CAD,19,0001359514,A,,,1510,151040,15,15104030,212221,1040,,,0
128978,2020/12/31,2020,INDL,C,D,STD,PKG,695156109,PACKAGING CORP OF AMERICA,USD,11,0000075677,A,322211,2650,1510,151030,15,15103020,322211,2650,210,970,0
129439,2020/12/31,2020,INDL,C,D,STD,FULO,359851102,FULLNET COMMUNICATIONS INC,USD,19,0001092570,A,517919,4899,5010,501010,50,50101020,517919,4899,,,3
129441,2020/12/31,2020,INDL,C,D,STD,ZYXI,98986M103,ZYNEX INC,USD,14,0000846475,A,334510,3845,3510,351010,35,35101010,334510,3845,185,940,0
129466,2020/12/31,2020,INDL,C,D,STD,AGEN,00847G705,AGENUS INC,USD,14,0001098972,A,325412,2834,3520,352010,35,35201010,325412,2834,285,905,0
129472,2020/12/31,2020,INDL,C,D,STD,IAFNF,45075E104,IA FINANCIAL CORP,CAD,19,0001344470,A,,6311,4030,403010,40,40301020,524113,6311,825,800,0
129472,2020/12/31,2020,FS,C,D,STD,IAFNF,45075E104,IA FINANCIAL CORP,CAD,19,0001344470,A,,6311,4030,403010,40,40301020,524113,6311,825,800,0
129823,2020/12/31,2020,INDL,C,D,STD,BBGI,074014101,BEASLEY BROADCAST GROUP INC,USD,14,0001099160,A,515112,4832,5020,502010,50,50201020,515112,4832,150,978,0
129940,2020/12/31,2020,INDL,C,D,STD,MICFF,60446Q108,MINT INCOME FUND,CAD,19,,A,,,,,,,525910,6726,,,
130199,2020/03/31,2019,INDL,C,D,STD,DBOXF,23305P108,D-BOX TECHNOLOGIES INC,CAD,19,0001662994,A,,,2520,252010,25,25201010,334310,3651,,,0
130402,2020/01/31,2019,INDL,C,D,STD,SLMXF,831004304,SLAM EXPLORATION LTD,CAD,19,0001395447,A,,,1510,151040,15,15104020,212,1000,,,0
130498,2020/12/31,2020,INDL,C,D,STD,GIGM,Y2711Y112,GIGAMEDIA LTD,USD,14,0001105101,A,519130,7370,5020,502020,50,50202020,519130,7370,185,940,0
130525,2020/12/31,2020,INDL,C,D,STD,USAS,03062D100,AMERICAS GOLD & SILVER CORP,USD,12,0001286973,A,212230,1000,1510,151040,15,15104020,212230,1000,,,0
130598,2020/12/31,2020,INDL,C,D,STD,FCMGF,318323102,FIRM CAPITAL MORTGAGE INV CP,CAD,19,,A,,,4010,401020,40,40102010,522292,6162,850,800,0
130618,2020/12/31,2020,INDL,C,D,STD,PBA,706327103,PEMBINA PIPELINE CORP,CAD,11,0001546066,A,,,1010,101020,10,10102040,486110,4610,850,800,0
130638,2020/09/30,2020,INDL,C,D,STD,RSGUF,77519R102,ROGERS SUGAR INC,CAD,19,,A,,,3020,302020,30,30202030,311313,2060,250,978,0
132358,2020/12/31,2020,INDL,C,D,STD,XTGRF,G9829R103,XTRA-GOLD RESOURCES CORP,USD,19,0001288770,A,212221,1040,1510,151040,15,15104030,212221,1040,,,0
132525,2020/12/31,2020,INDL,C,D,STD,UTSI,G9310A114,UTSTARCOM HOLDINGS CORP,USD,14,0001030471,A,334220,3663,4520,452010,45,45201020,334220,3663,180,940,0
132602,2020/10/31,2020,INDL,C,D,STD,OONEF,67088Q106,01 COMMUNIQUE LABORATORY INC,CAD,19,,A,,,4510,451030,45,45103010,511210,7372,185,940,0
132738,2020/12/31,2020,INDL,C,D,STD,NEVDF,64128F703,NEVADA COPPER CORP,USD,19,0001431847,A,212,1000,1510,151040,15,15104025,212,1000,,,0
132740,2020/09/30,2020,INDL,C,D,STD,IFNNY,45662N103,INFINEON TECHNOLOGIES AG,USD,19,0001107457,A,334413,3674,4530,453010,45,45301020,334413,3674,235,940,3
132799,2020/12/31,2020,INDL,C,D,STD,CSTI,22161J206,COSTAR TECHNOLOGIES INC,USD,19,0001053676,A,334310,3651,4520,452030,45,45203010,334310,3651,185,940,3
133104,2020/12/31,2020,INDL,C,D,STD,KT,48268K101,KT CORP,USD,11,0000892450,A,517311,4813,5010,501010,50,50101020,517311,4813,463,974,0
133288,2020/12/31,2020,INDL,C,D,STD,SLAB,826919102,SILICON LABORATORIES INC,USD,14,0001038074,A,334413,3674,4530,453010,45,45301020,334413,3674,235,940,0
133289,2020/12/31,2020,INDL,C,D,STD,SLF,866796105,SUN LIFE FINANCIAL INC,CAD,11,0001097362,A,,6311,4030,403010,40,40301020,524113,6311,825,800,0
133289,2020/12/31,2020,FS,C,D,STD,SLF,866796105,SUN LIFE FINANCIAL INC,CAD,11,0001097362,A,,6311,4030,403010,40,40301020,524113,6311,825,800,0
133364,2020/06/30,2020,INDL,C,D,STD,ABST,00386B109,ABSOLUTE SOFTWARE CORP,USD,14,0001071058,A,511210,7372,4510,451030,45,45103020,511210,7372,185,940,0
133366,2020/12/31,2020,INDL,C,D,STD,EW,28176E108,EDWARDS LIFESCIENCES CORP,USD,11,0001099800,A,339113,3842,3510,351010,35,35101010,339113,3842,300,905,0
133367,2020/09/30,2020,INDL,C,D,STD,EPC,28035Q102,EDGEWELL PERSONAL CARE CO,USD,11,0001096752,A,332215,3420,3030,303020,30,30302010,332215,3420,320,978,0
133468,2020/12/31,2020,INDL,C,D,STD,RIGL,766559603,RIGEL PHARMACEUTICALS INC,USD,14,0001034842,A,325412,2834,3520,352010,35,35201010,325412,2834,285,905,0
133471,2020/05/31,2019,INDL,C,D,STD,OROXF,687196105,OROSUR MINING INC,USD,19,,A,,,1510,151040,15,15104030,212221,1040,,,0
133504,2020/12/31,2020,INDL,C,D,STD,LMNX,55027E102,LUMINEX CORP,USD,14,0001033905,I,325413,2835,3520,352030,35,35203010,325413,2835,230,940,0
133564,2020/12/31,2020,INDL,C,D,STD,CAMT,M20791105,CAMTEK LTD,USD,14,0001109138,A,333314,3827,4530,453010,45,45301010,333314,3827,230,940,0
133726,2020/09/30,2020,INDL,C,D,STD,CCMP,12571T100,CMC MATERIALS INC,USD,14,0001102934,A,325998,2890,4530,453010,45,45301010,325998,2890,247,940,0
133727,2020/12/31,2020,INDL,C,D,STD,CHNUF,16938U106,CHINA EDUCATION RESOURCES,USD,19,0001299878,A,611699,8200,2530,253020,25,25302010,611699,8200,,,0
133764,2020/12/31,2020,INDL,C,D,STD,EBMT,26942G100,EAGLE BANCORP MONTANA INC,USD,14,0001478454,A,522120,6035,4010,401010,40,40101015,522120,6035,,,0
133764,2020/12/31,2020,FS,C,D,STD,EBMT,26942G100,EAGLE BANCORP MONTANA INC,USD,14,0001478454,A,522120,6035,4010,401010,40,40101015,522120,6035,,,0
133766,2020/12/31,2020,INDL,C,D,STD,HSTM,42222N103,HEALTHSTREAM INC,USD,14,0001095565,A,511210,7372,3510,351030,35,35103010,511210,7372,185,940,0
133767,2020/12/31,2020,INDL,C,D,STD,DNUT,50101L106,KRISPY KREME INC,USD,14,0001857154,A,722515,5400,2530,253010,25,25301040,722515,5400,440,978,0
133768,2020/12/31,2020,INDL,C,D,STD,MET,59156R108,METLIFE INC,USD,11,0001099219,A,524113,6311,4030,403010,40,40301020,524113,6311,825,800,0
133768,2020/12/31,2020,FS,C,D,STD,MET,59156R108,METLIFE INC,USD,11,0001099219,A,524113,6311,4030,403010,40,40301020,524113,6311,825,800,0
133825,2020/12/31,2020,INDL,C,D,STD,SPRT,86858W200,SUPPORT.COM INC,USD,14,0001104855,I,518210,7370,4510,451030,45,45103010,518210,7370,185,940,0
133844,2020/12/31,2020,INDL,C,D,STD,IWSY,45245S108,IMAGEWARE SYSTEMS INC,USD,19,0000941685,A,541512,7373,4510,451030,45,45103010,541512,7373,454,940,3
133868,2020/12/31,2020,INDL,C,D,STD,LXRX,528872302,LEXICON PHARMACEUTICALS INC,USD,14,0001062822,A,325413,2835,3520,352010,35,35201010,325413,2835,147,905,0
133869,2020/12/31,2020,INDL,C,D,STD,LPSN,538146101,LIVEPERSON INC,USD,14,0001102993,A,518210,7370,4510,451030,45,45103010,518210,7370,185,940,0
133870,2020/12/31,2020,INDL,C,D,STD,PTR,71646E100,PETROCHINA CO LTD,USD,11,0001108329,A,324110,2911,1010,101020,10,10102010,324110,2911,390,935,0
133871,2020/12/31,2020,INDL,C,D,STD,SGMO,800677106,SANGAMO THERAPEUTICS INC,USD,14,0001001233,A,325414,2836,3520,352010,35,35201010,325414,2836,147,905,0
133885,2020/12/31,2020,INDL,C,D,STD,EXEL,30161Q104,EXELIXIS INC,USD,14,0000939767,A,325414,2836,3520,352010,35,35201010,325414,2836,292,905,0
133905,2020/12/31,2020,INDL,C,D,STD,NVMI,M7516K103,NOVA LTD,USD,14,0001109345,A,334513,3823,4530,453010,45,45301010,334513,3823,230,940,0
133947,2020/12/31,2020,INDL,C,D,STD,BCEKF,07380N104,BEAR CREEK MINING CORP,USD,19,0001229813,A,21222,1040,1510,151040,15,15104040,21222,1040,,,0
134305,2020/12/31,2020,INDL,C,D,STD,MAG,55903Q104,MAG SILVER CORP,USD,12,0001230992,A,21222,1040,1510,151040,15,15104045,21222,1040,,,0
134450,2020/12/31,2020,INDL,C,D,STD,KIRY,493939102,KIEWIT ROYALTY TRUST,USD,19,0000711477,A,523910,6795,1010,101020,10,10102050,523910,6795,,,3
134464,2020/08/31,2020,INDL,C,D,STD,9919B,12542R993,CHS INC,USD,1,0000823277,A,424510,5150,3020,302020,30,30202010,424510,5150,112,970,3
134932,2020/12/31,2020,INDL,C,D,STD,ON,682189105,ON SEMICONDUCTOR CORP,USD,14,0001097864,A,334413,3674,4530,453010,45,45301020,334413,3674,235,940,0
135044,2020/12/31,2020,INDL,C,D,STD,PXLW,72581M305,PIXELWORKS INC,USD,14,0001040161,A,334413,3674,4530,453010,45,45301020,334413,3674,235,940,0
135145,2020/12/31,2020,INDL,C,D,STD,CCOXF,13739Y304,CANDENTE COPPER CORP,USD,19,0001145217,A,212,1000,1510,151040,15,15104020,212,1000,,,0
135484,2020/12/31,2020,INDL,C,D,STD,FYBR,35909D109,FRONTIER COMMUNIC PARENT INC,USD,14,0000020520,A,517311,4813,5010,501010,50,50101020,517311,4813,463,974,0
135527,2020/12/31,2020,INDL,C,D,STD,LIVC,538031105,LIVE CURRENT MEDIA INC,USD,19,0001108630,A,519130,7370,4510,451020,45,45102030,519130,7370,185,940,3
135544,2020/08/31,2020,INDL,C,D,STD,EWY,464286772,ISHARES MSCI SOUTH KOREA ETF,USD,17,,A,,,,,,,525990,6722,850,800,
135788,2020/12/31,2020,INDL,C,D,STD,CEVA,157210105,CEVA INC,USD,14,0001173489,A,533110,6794,4530,453010,45,45301020,533110,6794,175,976,0
135844,2020/09/30,2020,INDL,C,D,STD,ISSC,45769N105,INNOVATIVE SOLTNS & SUPP INC,USD,14,0000836690,A,334118,3577,2010,201010,20,20101010,334118,3577,220,925,0
135965,2020/12/31,2020,INDL,C,D,STD,RBBN,762544104,RIBBON COMMUNICATIONS INC,USD,14,0001708055,A,541512,7373,4520,452010,45,45201020,541512,7373,454,940,0
135990,2020/12/31,2020,INDL,C,D,STD,NRG,629377508,NRG ENERGY INC,USD,11,0001013871,A,22111,4911,5510,551010,55,55101010,22111,4911,705,700,0
136186,2020/12/31,2020,INDL,C,D,STD,INSM,457669307,INSMED INC,USD,14,0001104506,A,325414,2836,3520,352010,35,35201010,325414,2836,147,905,0
136265,2020/12/31,2020,INDL,C,D,STD,PACW,695263103,PACWEST BANCORP,USD,14,0001102112,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
136265,2020/12/31,2020,FS,C,D,STD,PACW,695263103,PACWEST BANCORP,USD,14,0001102112,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
136287,2020/12/31,2020,INDL,C,D,STD,SPOWF,86270C204,STRATA PWR CORP,USD,19,0001227282,A,2111,1311,1010,101020,10,10102020,2111,1311,,,3
136364,2020/03/31,2019,INDL,C,D,STD,IWB,464287622,ISHARES RUSSELL 1000 ETF,USD,17,,A,,,,,,,525990,6722,850,800,
136384,2020/03/31,2019,INDL,C,D,STD,IWM,464287655,ISHARES RUSSELL 2000 ETF,USD,17,,A,,,,,,,525990,6722,850,800,
136404,2020/03/31,2019,INDL,C,D,STD,IWV,464287689,ISHARES RUSSELL 3000 ETF,USD,17,,A,,,,,,,525990,6722,850,800,
136424,2020/03/31,2019,INDL,C,D,STD,IWD,464287598,ISHARES RUSSELL 1000 VALUE,USD,17,,A,,,,,,,525990,6722,850,800,
136444,2020/03/31,2019,INDL,C,D,STD,IWF,464287614,ISHARES RUSSELL 1000 GWTH,USD,17,,A,,,,,,,525990,6722,850,800,
136445,2020/04/30,2019,INDL,C,D,STD,IYF,464287788,ISHARES US FINANCIALS ETF,USD,17,,A,,,,,,,525990,6722,850,800,
136464,2020/04/30,2019,INDL,C,D,STD,IYZ,464287713,ISHARES US TELECOMMUNICATION,USD,21,,A,,,,,,,525990,6722,850,800,
136504,2020/04/30,2019,INDL,C,D,STD,IYW,464287721,ISHARES US TECHNOLOGY ETF,USD,17,,A,,,,,,,525990,6722,850,800,
136524,2020/03/31,2019,INDL,C,D,STD,IVW,464287309,ISHARES S&P 500 GROWTH ETF,USD,17,,A,,,,,,,525990,6722,850,800,
